INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
OPTSTK,ANDHRABANK,29-May-2014,75,PE,0,0,0,18,14.05,0,0,0,0,10-MAR-2014,
OPTSTK,ANDHRABANK,29-May-2014,77.5,PE,0,0,0,20.3,16.3,0,0,0,0,10-MAR-2014,
OPTSTK,ANDHRABANK,29-May-2014,80,PE,0,0,0,22.65,18.6,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,700,CE,0,0,0,201.9,175.6,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,720,CE,0,0,0,183.25,155.7,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,740,CE,0,0,0,165.05,135.8,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,760,CE,0,0,0,147.45,115.9,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,780,CE,0,0,0,130.55,96.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,800,CE,0,0,0,114.5,76.75,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,820,CE,0,0,0,99.55,58.2,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,840,CE,0,0,0,85.55,41.35,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,860,CE,0,0,0,61.6,27.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,880,CE,18.5,18.5,15.8,15.8,15.8,3,6.73,500,500,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,900,CE,10.25,10.65,8.1,8.65,8.65,25,56.81,5750,2500,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,920,CE,0,0,0,10.15,4.35,0,0,1500,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,940,CE,2.5,2.5,2.5,2.5,2.5,2,4.71,1250,250,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,960,CE,2.15,2.15,2.15,2.15,2.15,1,2.4,5000,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,980,CE,0,0,0,8.15,0.3,0,0,250,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1000,CE,0,0,0,17.8,0.1,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1020,CE,0,0,0,13.95,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1040,CE,0,0,0,10.85,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1060,CE,0,0,0,8.4,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1080,CE,0,0,0,6.4,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1100,CE,0,0,0,4.85,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1120,CE,0,0,0,3.65,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1140,CE,0,0,0,2.75,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,700,PE,0,0,0,1.35,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,720,PE,0,0,0,2.25,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,740,PE,0,0,0,3.6,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,760,PE,0,0,0,5.55,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,780,PE,0,0,0,8.2,0.2,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,800,PE,0,0,0,11.75,0.7,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,820,PE,0,0,0,16.3,2.05,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,840,PE,0,0,0,21.9,5.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,860,PE,12,12,11.2,11.2,11.2,2,4.35,250,250,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,880,PE,0,0,0,6.9,19.9,0,0,1000,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,900,PE,32.05,32.05,32.05,32.05,32.05,1,2.33,750,250,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,920,PE,50.1,50.1,50.1,50.1,50.1,1,2.42,250,250,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,940,PE,0,0,0,68.65,65.25,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,960,PE,0,0,0,81.6,84,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,980,PE,0,0,0,95.55,103.45,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1000,PE,0,0,0,110.55,123.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1020,PE,0,0,0,126.25,143,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1040,PE,0,0,0,142.7,162.9,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1060,PE,0,0,0,159.8,182.8,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1080,PE,0,0,0,177.35,202.7,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1100,PE,0,0,0,195.35,222.6,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1120,PE,0,0,0,213.7,242.55,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,27-Mar-2014,1140,PE,0,0,0,232.35,262.45,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,700,CE,0,0,0,237.6,181.05,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,720,CE,0,0,0,218.7,161.4,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,740,CE,0,0,0,200.1,141.9,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,760,CE,0,0,0,182,122.75,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,780,CE,0,0,0,164.4,104.1,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,800,CE,0,0,0,147.5,86.3,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,820,CE,0,0,0,131.35,69.8,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,840,CE,0,0,0,116.05,54.8,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,860,CE,0,0,0,101.8,41.75,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,880,CE,0,0,0,88.55,30.8,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,900,CE,0,0,0,76.4,22,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,920,CE,0,0,0,65.45,15.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,940,CE,0,0,0,55.55,10.1,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,960,CE,0,0,0,46.8,6.5,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,980,CE,0,0,0,39.15,4.05,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1000,CE,0,0,0,32.45,2.45,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1020,CE,0,0,0,26.75,1.4,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1040,CE,0,0,0,21.9,0.8,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1060,CE,0,0,0,17.75,0.45,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1080,CE,0,0,0,14.3,0.25,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1100,CE,0,0,0,11.45,0.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1120,CE,0,0,0,9.1,0.1,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1140,CE,0,0,0,7.2,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,700,PE,0,0,0,1.05,0.1,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,720,PE,0,0,0,1.75,0.2,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,740,PE,0,0,0,2.75,0.45,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,760,PE,0,0,0,4.2,1,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,780,PE,0,0,0,6.2,2.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,800,PE,0,0,0,8.85,4.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,820,PE,0,0,0,12.3,7.35,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,840,PE,0,0,0,16.6,12.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,860,PE,0,0,0,21.95,18.85,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,880,PE,0,0,0,28.25,27.65,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,900,PE,0,0,0,35.7,38.55,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,920,PE,0,0,0,44.3,51.5,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,940,PE,0,0,0,54,66.2,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,960,PE,0,0,0,64.85,82.35,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,980,PE,0,0,0,76.75,99.65,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1000,PE,0,0,0,89.65,117.8,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1020,PE,0,0,0,103.5,136.55,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1040,PE,0,0,0,118.25,155.65,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1060,PE,0,0,0,133.7,175.05,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1080,PE,0,0,0,149.85,194.65,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1100,PE,0,0,0,166.55,214.25,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1120,PE,0,0,0,183.8,233.95,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,24-Apr-2014,1140,PE,0,0,0,201.45,253.7,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,700,CE,0,0,0,225.8,188.05,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,720,CE,0,0,0,206.55,168.95,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,740,CE,0,0,0,187.45,150.25,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,760,CE,0,0,0,168.65,132,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,780,CE,0,0,0,150.3,114.5,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,800,CE,0,0,0,132.55,97.95,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,820,CE,0,0,0,115.55,82.5,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,840,CE,0,0,0,99.55,68.4,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,860,CE,0,0,0,84.65,55.8,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,880,CE,0,0,0,71,44.75,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,900,CE,0,0,0,58.75,35.25,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,920,CE,0,0,0,47.9,27.3,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,940,CE,0,0,0,38.55,20.75,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,960,CE,0,0,0,30.55,15.6,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,980,CE,0,0,0,23.85,11.45,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1000,CE,0,0,0,18.45,8.3,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1020,CE,0,0,0,14,5.9,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1040,CE,0,0,0,10.5,4.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1060,CE,0,0,0,7.75,2.85,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1080,CE,0,0,0,5.65,1.95,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1100,CE,0,0,0,4.1,1.3,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1120,CE,0,0,0,2.9,0.85,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1140,CE,0,0,0,2.05,0.55,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,700,PE,0,0,0,0.25,0.5,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,720,PE,0,0,0,0.5,0.95,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,740,PE,0,0,0,0.95,1.8,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,760,PE,0,0,0,1.65,3.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,780,PE,0,0,0,2.85,5.2,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,800,PE,0,0,0,4.6,8.2,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,820,PE,0,0,0,7.15,12.35,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,840,PE,0,0,0,10.65,17.8,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,860,PE,0,0,0,15.3,24.75,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,880,PE,0,0,0,21.1,33.3,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,900,PE,0,0,0,28.4,43.35,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,920,PE,0,0,0,37.1,54.95,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,940,PE,0,0,0,47.25,68,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,960,PE,0,0,0,58.75,82.4,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,980,PE,0,0,0,71.6,97.8,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1000,PE,0,0,0,85.7,114.25,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1020,PE,0,0,0,100.75,131.4,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1040,PE,0,0,0,116.8,149.2,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1060,PE,0,0,0,133.6,167.5,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1080,PE,0,0,0,151,186.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1100,PE,0,0,0,168.95,205.1,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1120,PE,0,0,0,187.3,224.2,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOHOSP,29-May-2014,1140,PE,0,0,0,205.95,243.5,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,62.5,CE,0,0,0,36.7,64.8,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,65,CE,0,0,0,34.45,62.3,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,67.5,CE,0,0,0,32.25,59.85,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,70,CE,0,0,0,30.15,57.35,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,72.5,CE,0,0,0,28.05,54.85,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,75,CE,0,0,0,26.05,52.35,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,77.5,CE,0,0,0,24.15,49.85,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,80,CE,0,0,0,22.35,47.4,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,82.5,CE,0,0,0,20.6,44.9,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,85,CE,0,0,0,18.95,42.4,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,87.5,CE,0,0,0,17.35,39.9,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,90,CE,0,0,0,15.9,37.45,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,92.5,CE,0,0,0,14.55,34.95,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,95,CE,0,0,0,13.25,32.45,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,97.5,CE,0,0,0,12.05,29.95,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,100,CE,0,0,0,29,27.5,0,0,8000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,102.5,CE,0,0,0,9.9,25,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,105,CE,0,0,0,8.95,22.55,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,107.5,CE,0,0,0,8.1,20.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,110,CE,0,0,0,19,17.8,0,0,8000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,112.5,CE,0,0,0,6.55,15.5,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,115,CE,0,0,0,16.2,13.3,0,0,32000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,117.5,CE,0,0,0,5.3,11.25,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,120,CE,9.2,9.2,9.2,9.2,9.2,1,5.16,44000,4000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,122.5,CE,0,0,0,10.05,7.6,0,0,8000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,125,CE,7.3,7.3,5.45,5.95,5.95,24,125.71,144000,-8000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,127.5,CE,5.9,5.9,4.2,4.65,4.65,16,84.72,24000,12000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,130,CE,4.9,4.9,3,3.55,3.55,189,1010.88,568000,192000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,132.5,CE,3.2,3.4,2.45,2.65,2.65,47,254.31,172000,68000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,135,CE,2.15,2.75,1.75,1.95,1.95,181,992.38,1152000,44000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,137.5,CE,1.75,1.9,1.35,1.45,1.45,21,116.82,128000,8000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,140,CE,1.2,1.4,0.95,1.1,1.1,180,1016.28,876000,40000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,142.5,CE,1.1,1.1,0.9,0.9,0.9,2,11.48,68000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,145,CE,0.6,0.85,0.55,0.6,0.6,36,209.81,536000,52000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,147.5,CE,0.45,0.45,0.45,0.45,0.45,1,5.91,8000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,150,CE,0.3,0.5,0.3,0.35,0.35,23,138.32,120000,24000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,62.5,PE,0,0,0,0.5,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,65,PE,0,0,0,0.7,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,67.5,PE,0,0,0,0.95,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,70,PE,0,0,0,1.25,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,72.5,PE,0,0,0,1.65,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,75,PE,0,0,0,2.1,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,77.5,PE,0,0,0,2.6,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,80,PE,0,0,0,3.25,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,82.5,PE,0,0,0,3.95,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,85,PE,0,0,0,4.75,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,87.5,PE,0,0,0,5.6,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,90,PE,0,0,0,6.6,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,92.5,PE,0,0,0,7.65,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,95,PE,0,0,0,8.8,0,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,97.5,PE,0,0,0,10.05,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,100,PE,0,0,0,0.25,0.05,0,0,4000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,102.5,PE,0,0,0,12.8,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,105,PE,0,0,0,14.3,0.1,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,107.5,PE,0,0,0,15.9,0.15,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,110,PE,0.25,0.6,0.2,0.4,0.4,16,70.65,80000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,112.5,PE,0,0,0,1.05,0.5,0,0,8000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,115,PE,0.75,1.05,0.75,0.8,0.8,38,176.08,152000,-8000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,117.5,PE,0.75,1.45,0.75,1.1,1.1,21,99.62,60000,16000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,120,PE,1.9,2,1,1.6,1.6,124,603.13,448000,64000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,122.5,PE,2.4,2.4,2.15,2.2,2.2,16,79.88,60000,-12000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,125,PE,1.9,3.6,1.9,3,3,145,742.7,452000,160000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,127.5,PE,2.85,4.7,2.85,4.35,4.35,31,163.12,108000,16000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,130,PE,3.6,6.15,3.6,5.65,5.65,77,416.72,224000,-40000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,132.5,PE,6.2,7.1,6.2,7.1,7.1,4,22.25,32000,8000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,135,PE,8.2,9.45,8.2,9.05,9.05,6,34.51,48000,-4000,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,137.5,PE,0,0,0,6.75,11.35,0,0,4000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,140,PE,0,0,0,9.25,13.45,0,0,4000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,142.5,PE,0,0,0,13.35,15.6,0,0,4000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,145,PE,0,0,0,15.6,17.85,0,0,4000,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,147.5,PE,0,0,0,35.4,20.2,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,27-Mar-2014,150,PE,0,0,0,33.9,22.55,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,24-Apr-2014,72.5,CE,0,0,0,37.85,55.4,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,24-Apr-2014,75,CE,0,0,0,35.65,52.95,0,0,0,0,10-MAR-2014,
OPTSTK,APOLLOTYRE,24-Apr-2014,77.5,CE,0,0,0,33.45,50.45,0,0,0,0,10-MAR-2014,
