INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
OPTSTK,HDIL,24-Apr-2014,57.5,CE,0,0,0,2.8,2.1,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,60,CE,0,0,0,2.4,1.6,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,62.5,CE,0,0,0,2.05,1.15,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,65,CE,0,0,0,1.8,0.85,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,27.5,PE,0,0,0,1.2,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,30,PE,0,0,0,1.8,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,32.5,PE,0,0,0,2.6,0.1,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,35,PE,0,0,0,3.55,0.25,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,37.5,PE,0,0,0,4.6,0.5,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,40,PE,0,0,0,2.05,0.9,0,0,24000,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,42.5,PE,0,0,0,7.25,1.45,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,45,PE,0,0,0,8.75,2.2,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,47.5,PE,2.05,4.95,2.05,4.95,4.95,6,24.48,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,50,PE,0,0,0,12.15,4.45,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,52.5,PE,0,0,0,14,5.85,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,55,PE,0,0,0,15.9,7.5,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,57.5,PE,0,0,0,17.9,9.3,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,60,PE,0,0,0,19.95,11.25,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,62.5,PE,0,0,0,22.05,13.3,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,24-Apr-2014,65,PE,0,0,0,24.2,15.45,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,27.5,CE,0,0,0,14.55,22.8,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,30,CE,0,0,0,12.45,20.5,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,32.5,CE,0,0,0,10.5,18.2,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,35,CE,0,0,0,8.7,16.05,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,37.5,CE,0,0,0,7.15,14.05,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,40,CE,0,0,0,5.8,12.2,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,42.5,CE,0,0,0,4.7,10.45,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,45,CE,0,0,0,3.75,8.9,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,47.5,CE,0,0,0,2.95,7.55,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,50,CE,0,0,0,2.3,6.35,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,52.5,CE,0,0,0,1.8,5.3,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,55,CE,0,0,0,1.4,4.45,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,57.5,CE,0,0,0,1.1,3.65,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,60,CE,0,0,0,0.85,3,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,62.5,CE,0,0,0,0.65,2.5,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,65,CE,0,0,0,0.5,2.05,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,27.5,PE,0,0,0,0.35,0.1,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,30,PE,0,0,0,0.65,0.25,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,32.5,PE,0,0,0,1.15,0.4,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,35,PE,0,0,0,1.85,0.7,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,37.5,PE,0,0,0,2.7,1.15,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,40,PE,0,0,0,3.8,1.7,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,42.5,PE,0,0,0,5.1,2.45,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,45,PE,0,0,0,6.6,3.35,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,47.5,PE,0,0,0,8.25,4.45,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,50,PE,0,0,0,10.05,5.7,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,52.5,PE,0,0,0,12,7.1,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,55,PE,0,0,0,14.05,8.65,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,57.5,PE,0,0,0,16.15,10.3,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,60,PE,0,0,0,18.35,12.1,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,62.5,PE,0,0,0,20.6,14.05,0,0,0,0,10-MAR-2014,
OPTSTK,HDIL,29-May-2014,65,PE,0,0,0,22.9,16.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1300,CE,0,0,0,827.25,721.9,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1350,CE,0,0,0,778.5,672.1,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1400,CE,0,0,0,729.9,622.35,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1450,CE,0,0,0,681.5,572.55,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1500,CE,0,0,0,633.4,522.8,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1550,CE,0,0,0,585.85,473,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1600,CE,0,0,0,538.9,423.25,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1650,CE,0,0,0,492.95,373.45,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1700,CE,0,0,0,448.15,323.7,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1750,CE,0,0,0,404.8,273.95,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1800,CE,0,0,0,162.75,224.3,0,0,125,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1850,CE,0,0,0,139,175.3,0,0,125,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1900,CE,0,0,0,84,128.3,0,0,250,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1950,CE,0,0,0,79,85.9,0,0,16750,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2000,CE,50,66.55,36.7,64.05,64.05,206,530.25,18500,5375,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2050,CE,29,44.25,25,37.1,37.1,279,726.84,22125,-2500,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2100,CE,10.5,24.25,10.5,20.75,20.75,275,728.87,23500,6125,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2150,CE,11,11.8,7.6,10.55,10.55,73,197.14,5000,250,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2200,CE,0,0,0,117.9,1.55,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2250,CE,0,0,0,99.2,0.45,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2300,CE,0,0,0,82.85,0.1,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2350,CE,0,0,0,68.8,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2400,CE,0,0,0,56.85,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2450,CE,0,0,0,46.55,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2500,CE,0,0,0,37.95,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2550,CE,0,0,0,30.75,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2600,CE,0,0,0,24.8,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2650,CE,0,0,0,19.85,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1300,PE,0,0,0,0.15,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1350,PE,0,0,0,0.25,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1400,PE,0,0,0,0.55,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1450,PE,0,0,0,1,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1500,PE,0,0,0,1.8,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1550,PE,0,0,0,3.1,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1600,PE,0,0,0,5.05,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1650,PE,0,0,0,7.95,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1700,PE,0,0,0,12.05,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1750,PE,0,0,0,17.6,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1800,PE,0,0,0,4.1,0.2,0,0,250,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1850,PE,5,5.85,5,5.85,5.85,4,9.27,3125,-500,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1900,PE,10,12.25,8,9.1,9.1,34,81.18,13000,-250,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,1950,PE,21.25,23,16.8,17.8,17.8,47,115.76,12250,1250,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2000,PE,33.35,49.95,30.45,33.85,33.85,100,254.41,10500,4375,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2050,PE,68.9,73.5,55.55,56.55,56.55,27,71.25,2750,375,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2100,PE,0,0,0,89,86.7,0,0,125,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2150,PE,0,0,0,178.9,129,0,0,250,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2200,PE,0,0,0,170.6,175.6,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2250,PE,0,0,0,200.75,224.3,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2300,PE,0,0,0,233.35,273.7,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2350,PE,0,0,0,268.15,323.4,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2400,PE,0,0,0,305.1,373.15,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2450,PE,0,0,0,343.65,422.95,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2500,PE,0,0,0,383.95,472.7,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2550,PE,0,0,0,425.6,522.5,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2600,PE,0,0,0,468.55,572.25,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,27-Mar-2014,2650,PE,0,0,0,512.5,622.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1300,CE,0,0,0,725.4,731.9,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1350,CE,0,0,0,676.5,682.5,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1400,CE,0,0,0,627.65,633.1,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1450,CE,0,0,0,579,583.7,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1500,CE,0,0,0,530.6,534.35,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1550,CE,0,0,0,482.7,484.95,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1600,CE,0,0,0,435.5,435.6,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1650,CE,0,0,0,389.35,386.3,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1700,CE,0,0,0,344.7,337.15,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1750,CE,0,0,0,301.9,288.55,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1800,CE,0,0,0,261.45,241.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1850,CE,0,0,0,223.85,195.5,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1900,CE,0,0,0,189.1,153.2,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1950,CE,0,0,0,157.9,115.35,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2000,CE,0,0,0,130.15,83.15,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2050,CE,0,0,0,105.9,57.2,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2100,CE,0,0,0,85.1,37.45,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2150,CE,0,0,0,67.5,23.4,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2200,CE,0,0,0,20,13.8,0,0,125,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2250,CE,0,0,0,41.1,7.75,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2300,CE,0,0,0,31.4,4.15,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2350,CE,0,0,0,23.75,2.1,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2400,CE,0,0,0,17.8,1.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2450,CE,0,0,0,13.15,0.5,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2500,CE,0,0,0,9.65,0.25,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2550,CE,0,0,0,7,0.1,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2600,CE,0,0,0,5.05,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2650,CE,0,0,0,3.6,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1300,PE,0,0,0,0.05,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1350,PE,0,0,0,0.1,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1400,PE,0,0,0,0.25,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1450,PE,0,0,0,0.55,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1500,PE,0,0,0,1.1,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1550,PE,0,0,0,2.1,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1600,PE,0,0,0,3.9,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1650,PE,0,0,0,6.7,0.15,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1700,PE,0,0,0,10.95,0.4,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1750,PE,0,0,0,17.15,1.2,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1800,PE,0,0,0,25.65,3.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1850,PE,0,0,0,36.95,6.9,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1900,PE,0,0,0,51.2,14,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,1950,PE,0,0,0,68.95,25.55,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2000,PE,0,0,0,90.15,42.7,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2050,PE,0,0,0,114.85,66.15,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2100,PE,0,0,0,143,95.75,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2150,PE,0,0,0,174.35,131.15,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2200,PE,0,0,0,208.7,170.9,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2250,PE,0,0,0,245.85,214.3,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2300,PE,0,0,0,285.1,260.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2350,PE,0,0,0,326.45,307.4,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2400,PE,0,0,0,369.4,355.7,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2450,PE,0,0,0,413.75,404.55,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2500,PE,0,0,0,459.2,453.7,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2550,PE,0,0,0,505.5,502.95,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2600,PE,0,0,0,552.45,552.3,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,24-Apr-2014,2650,PE,0,0,0,600,601.65,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1300,CE,0,0,0,706.35,744.15,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1350,CE,0,0,0,657.55,695.2,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1400,CE,0,0,0,608.8,646.3,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1450,CE,0,0,0,560.1,597.4,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1500,CE,0,0,0,511.55,548.5,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1550,CE,0,0,0,463.3,499.7,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1600,CE,0,0,0,415.55,451,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1650,CE,0,0,0,368.65,402.65,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1700,CE,0,0,0,323.05,354.9,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1750,CE,0,0,0,279.25,308.25,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1800,CE,0,0,0,237.85,263.2,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1850,CE,0,0,0,199.4,220.55,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1900,CE,0,0,0,164.35,180.95,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1950,CE,0,0,0,133.15,145.15,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2000,CE,0,0,0,106,113.75,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2050,CE,0,0,0,82.85,86.95,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2100,CE,0,0,0,63.6,64.8,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2150,CE,0,0,0,47.95,47.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2200,CE,0,0,0,35.65,33.45,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2250,CE,0,0,0,25.95,23.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2300,CE,0,0,0,18.6,15.55,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2350,CE,0,0,0,13.1,10.25,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2400,CE,0,0,0,9.1,6.55,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2450,CE,0,0,0,6.2,4.15,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2500,CE,0,0,0,4.2,2.55,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2550,CE,0,0,0,2.8,1.55,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2600,CE,0,0,0,1.8,0.9,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2650,CE,0,0,0,1.2,0.55,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1300,PE,0,0,0,0.05,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1350,PE,0,0,0,0.05,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1400,PE,0,0,0,0.1,0,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1450,PE,0,0,0,0.2,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1500,PE,0,0,0,0.45,0.05,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1550,PE,0,0,0,1,0.15,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1600,PE,0,0,0,2.05,0.4,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1650,PE,0,0,0,3.95,0.95,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1700,PE,0,0,0,7.15,2.15,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1750,PE,0,0,0,12.15,4.4,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1800,PE,0,0,0,19.55,8.3,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1850,PE,0,0,0,29.9,14.5,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1900,PE,0,0,0,43.65,23.85,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,1950,PE,0,0,0,61.3,37,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2000,PE,0,0,0,82.9,54.5,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2050,PE,0,0,0,108.55,76.6,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2100,PE,0,0,0,138.15,103.35,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2150,PE,0,0,0,171.3,134.55,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2200,PE,0,0,0,207.8,169.85,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2250,PE,0,0,0,246.85,208.4,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2300,PE,0,0,0,288.3,249.8,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2350,PE,0,0,0,331.65,293.4,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2400,PE,0,0,0,376.4,338.65,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2450,PE,0,0,0,422.35,385.1,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2500,PE,0,0,0,469.1,432.45,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2550,PE,0,0,0,516.55,480.35,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2600,PE,0,0,0,564.35,528.65,0,0,0,0,10-MAR-2014,
OPTSTK,HEROMOTOCO,29-May-2014,2650,PE,0,0,0,612.55,577.2,0,0,0,0,10-MAR-2014,
OPTSTK,HEXAWARE,27-Mar-2014,85,CE,0,0,0,43.9,69.8,0,0,0,0,10-MAR-2014,
OPTSTK,HEXAWARE,27-Mar-2014,87.5,CE,0,0,0,41.55,67.3,0,0,0,0,10-MAR-2014,
OPTSTK,HEXAWARE,27-Mar-2014,90,CE,0,0,0,39.25,64.85,0,0,0,0,10-MAR-2014,
